URN,LAcode,LAname,EstablishmentNumber,EstablishmentName,TypeOfEstablishmentcode,TypeOfEstablishmentname,EstablishmentTypeGroupcode,EstablishmentTypeGroupname,EstablishmentStatuscode,EstablishmentStatusname,ReasonEstablishmentOpenedcode,ReasonEstablishmentOpenedname,OpenDate,ReasonEstablishmentClosedcode,ReasonEstablishmentClosedname,CloseDate,PhaseOfEducationcode,PhaseOfEducationname,StatutoryLowAge,StatutoryHighAge,Boarderscode,Boardersname,NurseryProvisionname,OfficialSixthFormcode,OfficialSixthFormname,Gendercode,Gendername,ReligiousCharactercode,ReligiousCharactername,ReligiousEthosname,Diocesecode,Diocesename,AdmissionsPolicycode,AdmissionsPolicyname,SchoolCapacity,SpecialClassescode,SpecialClassesname,CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlagcode,TrustSchoolFlagname,Trustscode,Trustsname,SchoolSponsorFlagname,SchoolSponsorsname,FederationFlagname,Federationscode,Federationsname,UKPRN,FEHEIdentifier,FurtherEducationTypename,OfstedLastInsp,OfstedSpecialMeasurescode,OfstedSpecialMeasuresname,LastChangedDate,Street,Locality,Address3,Town,Countyname,Postcode,SchoolWebsite,TelephoneNum,HeadTitlename,HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateNamename,InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMothname,TeenMothPlaces,CCFname,SENPRUname,EBDname,PlacesPRU,FTProvname,EdByOthername,Section41Approvedname,SEN1name,SEN2name,SEN3name,SEN4name,SEN5name,SEN6name,SEN7name,SEN8name,SEN9name,SEN10name,SEN11name,SEN12name,SEN13name,TypeOfResourcedProvisionname,ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GORcode,GORname,DistrictAdministrativecode,DistrictAdministrativename,AdministrativeWardcode,AdministrativeWardname,ParliamentaryConstituencycode,ParliamentaryConstituencyname,UrbanRuralcode,UrbanRuralname,GSSLACodename,Easting,Northing,CensusAreaStatisticWardname,MSOAname,LSOAname,InspectorateNamename,SENStat,SENNoStat,BoardingEstablishmentname,PropsName,PreviousLAcode,PreviousLAname,PreviousEstablishmentNumber,OfstedRatingname,RSCRegionname,Countryname,UPRN,SiteName,MSOAcode,LSOAcode
101066,212,Wandsworth,6146,Highfield School and Nursery,11,Other independent school,3,Independent schools,2,Closed,2,Result of Closure,1957-10-15,2,Closure,2005-07-14,0,Not applicable,5,10,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,59,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,null,null,Not applicable,null,null,null,2019-07-09,256 Trinity Road,Wandsworth Common,null,London,null,SW18 3RQ,null,null,Mrs,V,Lowe,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05000627,Wandsworth Common,E14000998,Tooting,A1,(England/Wales) Urban major conurbation,E09000032,527156,173693,null,Wandsworth 015,Wandsworth 015E,ISI,0,0,null,Highfield School Limited,999,null,null,null,null,null,null,null,E02000937,E01004619
101067,212,Wandsworth,6147,Hurlingham School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1957-10-15,0,Not applicable,null,0,Not applicable,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,457,0,Not applicable,2024-01-18,395,211,184,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10072287,null,Not applicable,null,null,null,2026-07-23,122 Putney Bridge Road,null,null,London,null,SW15 2NQ,www.hurlinghamschool.co.uk,2088747186,Mr,Simon,Gould,Headmaster,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05014022,Thamesfield,E14001434,Putney,UN1,Urban: Nearer to a major town or city,E09000032,524512,175308,null,Wandsworth 010,Wandsworth 010C,ISI,3,58,Does not have boarders,Fiona Goulden,999,null,null,null,null,null,121005392,null,E02000932,E01004602
101068,212,Wandsworth,6158,Upper Tooting Independent High School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,null,0,Not applicable,1999-08-10,0,Not applicable,6,17,1,No boarders,Not applicable,0,Not applicable,3,Mixed,6,None,Roman Catholic,0000,Not applicable,2,Selective,null,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,null,null,Not applicable,null,null,null,2019-07-09,169 Trinity Road,Tooting,null,London,null,SW17 7HL,null,null,Mr,C,Abbott,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05000627,Wandsworth Common,E14000998,Tooting,A1,(England/Wales) Urban major conurbation,E09000032,527583,172931,null,Wandsworth 027,Wandsworth 027F,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000949,E01004626
101069,315,Merton,6080,Willington School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1957-09-30,0,Not applicable,null,0,Not applicable,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Christian,0000,Not applicable,2,Selective,324,2,No Special Classes,2024-01-18,225,165,60,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10018531,null,Not applicable,null,null,null,2026-07-23,Worcester Road,Wimbledon,null,London,null,SW19 7QQ,www.willingtonschool.co.uk,2089447020,Mr,Keith,Brown,Headmaster,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000024,Merton,E05013816,Hillside,E14001586,Wimbledon,UN1,Urban: Nearer to a major town or city,E09000024,524889,171025,null,Merton 003,Merton 003A,ISI,2,38,Does not have boarders,Willington School Foundation Ltd,999,null,null,null,null,null,48109173,null,E02000691,E01003400
101070,212,Wandsworth,6203,Putney Park School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,1958-03-04,2,Closure,2013-07-31,0,Not applicable,4,16,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,295,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,null,null,Not applicable,null,null,null,2019-07-09,Woodborough Road,null,null,London,null,SW15 6PY,null,null,Mrs,Ruth,Mann,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05000629,West Putney,E14000887,Putney,A1,(England/Wales) Urban major conurbation,E09000032,522766,175138,null,Wandsworth 011,Wandsworth 011C,ISI,4,51,null,Mr Brian Tweedie Smith,999,null,null,null,null,null,null,null,E02000933,E01004639
101071,212,Wandsworth,6292,Emanuel School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1977-09-01,0,Not applicable,null,0,Not applicable,10,19,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,15,Christian,Church of England,0000,Not applicable,2,Selective,1150,2,No Special Classes,2024-01-18,1112,577,535,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10008222,null,Not applicable,null,null,null,2026-07-23,Battersea Rise,null,null,London,null,SW11 1HS,www.emanuel.org.uk,2088704171,Mr,Ravi,Kothakota,Headmaster,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05014027,Wandsworth Common,E14001550,Tooting,UN1,Urban: Nearer to a major town or city,E09000032,527042,174633,null,Wandsworth 019,Wandsworth 019D,ISI,1,239,Does not have boarders,United Westminster Grey Coat Foundation,999,null,null,null,null,null,100023585819,null,E02000941,E01004621
101072,212,Wandsworth,6310,Putney High School GDST,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1980-09-30,0,Not applicable,null,0,Not applicable,4,18,1,No boarders,No Nursery Classes,1,Has a sixth form,2,Girls,6,None,None,0000,Not applicable,0,Not applicable,1085,2,No Special Classes,2024-01-18,1058,0,1058,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10008443,null,Not applicable,null,null,null,2026-07-23,35 Putney Hill,London,null,null,null,SW15 6BH,http://www.putneyhigh.gdst.net,2087884886,Ms,Jo,Sharrock,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05014011,East Putney,E14001434,Putney,UN1,Urban: Nearer to a major town or city,E09000032,523900,174602,null,Wandsworth 014,Wandsworth 014A,ISI,1,172,Does not have boarders,Girls' Day School Trust,999,null,null,null,null,United Kingdom,100023314878,null,E02000936,E01004500
101073,208,Lambeth,6344,London Steiner School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,1984-10-10,2,Closure,2023-04-24,0,Not applicable,3,14,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,100,2,No Special Classes,2022-01-20,27,11,16,0.0,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10015829,null,Not applicable,null,null,null,2023-09-26,9 Weir Road,null,Balham,London,null,SW12 0LT,null,null,Ms,Helen,Kinsey,Chair of College of Teachers,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000022,Lambeth,E05014101,Clapham Park,E14000978,Streatham,A1,(England/Wales) Urban major conurbation,E09000022,529103,173535,null,Lambeth 023,Lambeth 023C,Ofsted,0,6,Does not have boarders,The Waldorf School of South West London Ltd,999,null,null,null,null,null,121035772,null,E02000640,E01003157
101074,212,Wandsworth,6347,Broomwood Pre-Prep & Broomwood Prep-Girls,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1985-01-31,0,Not applicable,null,0,Not applicable,3,13,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,15,Christian,Christian,0000,Not applicable,0,Not applicable,730,2,No Special Classes,2024-01-18,321,75,246,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10018447,null,Not applicable,null,null,null,2026-07-23,68-74 Nightingale Lane,null,null,London,null,SW12 8NR,www.broomwood.com,2086828810,Mrs,Louisa,McCafferty,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05014009,Balham,E14001081,Battersea,UN1,Urban: Nearer to a major town or city,E09000032,528034,173974,null,Wandsworth 017,Wandsworth 017C,ISI,5,72,Does not have boarders,Dukes Education,999,null,null,null,null,null,100022674349,null,E02000939,E01004479
101075,212,Wandsworth,6351,The Roche School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1985-05-30,0,Not applicable,null,0,Not applicable,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Christian,0000,Not applicable,4,Non-selective,348,2,No Special Classes,2024-01-18,207,87,120,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10079902,null,Not applicable,null,null,null,2026-07-23,11 Frogmore,Wandsworth,null,London,null,SW18 1HW,www.therocheschool.com,2088770823,Mrs,Charlotte,Doherty,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05014028,Wandsworth Town,E14001434,Putney,UN1,Urban: Nearer to a major town or city,E09000032,525314,174895,null,Wandsworth 010,Wandsworth 010B,ISI,7,49,Does not have boarders,Carmen Roche,999,null,null,null,null,null,100023328511,null,E02000932,E01004511
101076,212,Wandsworth,6365,Finton House School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1987-11-02,0,Not applicable,null,0,Not applicable,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,355,2,No Special Classes,2024-01-18,350,180,170,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10072286,null,Not applicable,null,null,null,2026-07-23,171 Trinity Road,London,null,null,null,SW17 7HL,www.fintonhouse.org.uk,2086820921,Mr,Ben,Freeman,Headmaster,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05014025,Trinity,E14001550,Tooting,UN1,Urban: Nearer to a major town or city,E09000032,527583,172931,null,Wandsworth 027,Wandsworth 027F,ISI,4,69,Does not have boarders,Finton House Educational Trust,999,null,null,null,null,null,121029410,null,E02000949,E01004626
101077,212,Wandsworth,6368,The Dominie School Limited,10,Other independent special school,5,Special schools,2,Closed,0,Not applicable,1988-09-27,2,Closure,2022-07-07,0,Not applicable,6,13,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,32,1,Has Special Classes,2022-01-20,27,12,15,0.0,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10018542,null,Not applicable,null,null,null,2022-09-12,55 Warriner Gardens,Battersea,null,London,null,SW11 4DX,null,null,Principal,Anne,O'Doherty,Principal,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,Not applicable,Not applicable,Not approved,Not Applicable,SpLD - Specific Learning Difficulty,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000032,Wandsworth,E05014010,Battersea Park,E14000549,Battersea,A1,(England/Wales) Urban major conurbation,E09000032,528056,176680,null,Wandsworth 001,Wandsworth 001A,Ofsted,7,20,Does not have boarders,Anne O'Doherty,999,null,null,null,null,null,100023302269,null,E02000923,E01004560
101078,212,Wandsworth,6371,Hornsby House School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1988-10-11,0,Not applicable,null,0,Not applicable,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Inter- / non- denominational,0000,Not applicable,4,Non-selective,450,2,No Special Classes,2024-01-18,433,226,207,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10072285,null,Not applicable,null,null,null,2026-07-23,Hearnville Road,London,null,London,null,SW12 8RS,www.hornsbyhouse.org.uk,2086737573,Mr,Edward,Rees,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05014009,Balham,E14001550,Tooting,UN1,Urban: Nearer to a major town or city,E09000032,528208,173365,null,Wandsworth 027,Wandsworth 027B,ISI,2,138,Does not have boarders,Hornsby House Educational Trust,999,null,null,null,null,null,100023306338,null,E02000949,E01004545
101079,212,Wandsworth,6381,Bertrum House School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,1989-10-20,2,Closure,2016-08-31,0,Not applicable,2,7,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,113,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,null,null,Not applicable,null,null,null,2019-07-09,290 Balham High Road,null,null,London,null,SW17 7AL,null,null,Miss,K,Pirrie,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05000618,Nightingale,E14000998,Tooting,A1,(England/Wales) Urban major conurbation,E09000032,528098,172561,null,Wandsworth 029,Wandsworth 029D,Ofsted,0,3,null,Miss L Badenoch,999,null,null,null,null,null,121018646,null,E02000951,E01004548
101080,212,Wandsworth,6383,Eveline Day School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1990-06-19,0,Not applicable,null,0,Not applicable,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,120,2,No Special Classes,2024-01-18,78,34,44,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10079901,null,Not applicable,null,null,null,2026-07-28,Swan House,207 Balham High Road,Balham,London,null,SW17 7BQ,https://www.evelinedayschool.com/,2086733188,Mrs,Eveline,Drut,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000032,Wandsworth,E05014020,South Balham,E14001550,Tooting,UN1,Urban: Nearer to a major town or city,E09000032,528342,172874,null,Wandsworth 030,Wandsworth 030B,ISI,2,4,Does not have boarders,Brightstars Nursery Group,999,null,null,null,null,United Kingdom,121018614,null,E02000952,E01004485
